Year,CommodityCode,CropName,CountyCode,County,HarvestedAcres,YieldUnitAcre,Production,PriceDollarsUnit,Unit,ValueDollars,lat,long
1984,216299,GRAPESWINE,107,Tulare,9940.0,15.29,152000.0,303.0,TONS,46056000,36.2202,-118.8005
1985,216299,GRAPESWINE,107,Tulare,8860.0,16.25,144000.0,297.0,TONS,42768000,36.2202,-118.8005
1986,216299,GRAPESWINE,107,Tulare,11200.0,15.98,179000.0,311.0,TONS,55669000,36.2202,-118.8005
1987,216299,GRAPESWINE,107,Tulare,10900.0,16.24,177000.0,368.0,TONS,65136000,36.2202,-118.8005
1988,216299,GRAPESWINE,107,Tulare,15900.0,13.65,217000.0,348.53,TONS,75631000,36.2202,-118.8005
1989,216299,GRAPESWINE,107,Tulare,21700.0,11.89,258000.0,306.47,TONS,79070000,36.2202,-118.8005
1990,216299,GRAPESWINE,107,Tulare,18700.0,12.62,236000.0,260.17,TONS,61399000,36.2202,-118.8005
1991,216299,GRAPESWINE,107,Tulare,17829.0,12.29,219160.0,252.5,TONS,55338000,36.2202,-118.8005
1992,216299,GRAPESWINE,107,Tulare,21728.0,11.94,259420.0,250.51,TONS,64987000,36.2202,-118.8005
1993,216299,GRAPESWINE,107,Tulare,19561.0,10.25,200430.0,217.09,TONS,43512000,36.2202,-118.8005
1994,216299,GRAPESWINE,107,Tulare,19360.0,8.98,173930.0,208.41,TONS,36248000,36.2202,-118.8005
1995,216299,GRAPESWINE,107,Tulare,22831.0,9.6,219270.0,217.17,TONS,47618000,36.2202,-118.8005
1996,216299,GRAPESWINE,107,Tulare,23764.0,9.65,229430.0,224.8,TONS,51576000,36.2202,-118.8005
1997,216299,GRAPESWINE,107,Tulare,23886.0,9.21,220030.0,164.64,TONS,36225000,36.2202,-118.8005
1998,216299,GRAPESWINE,107,Tulare,26597.0,9.71,258300.0,160.0,TONS,41358000,36.2202,-118.8005
1999,216299,GRAPESWINE,107,Tulare,23431.0,10.07,235900.0,222.0,TONS,52446000,36.2202,-118.8005
2000,216299,GRAPESWINE,107,Tulare,27688.0,10.42,288490.0,207.0,TONS,59835000,36.2202,-118.8005
2001,216299,GRAPESWINE,107,Tulare,30969.0,9.63,298380.0,230.0,TONS,68748000,36.2202,-118.8005
2002,216299,GRAPESWINE,107,Tulare,29477.0,9.16,269930.0,234.0,TONS,63291000,36.2202,-118.8005
2003,216299,GRAPESWINE,107,Tulare,31829.0,11.25,357950.0,226.0,TONS,80852000,36.2202,-118.8005
2004,216299,GRAPESWINE,107,Tulare,27127.0,9.47,256840.0,242.0,TONS,62105000,36.2202,-118.8005
2005,216299,GRAPESWINE,107,Tulare,23880.0,10.22,244040.0,206.0,TONS,50302000,36.2202,-118.8005
2006,216299,GRAPESWINE,107,Tulare,20769.0,9.0,186970.0,184.0,TONS,34445000,36.2202,-118.8005
2007,216299,GRAPESWINE,107,Tulare,25251.0,10.47,264420.0,193.0,TONS,50920000,36.2202,-118.8005
2008,216299,GRAPESWINE,107,Tulare,34804.0,10.23,355890.0,186.0,TONS,66243000,36.2202,-118.8005
2009,216299,GRAPESWINE,107,Tulare,11135.0,9.17,102080.0,180.0,TONS,18346000,36.2202,-118.8005
2010,216299,GRAPESWINE,107,Tulare,10003.0,10.11,101150.0,155.0,TONS,15718000,36.2202,-118.8005
2011,216299,GRAPESWINE,107,Tulare,10632.0,8.92,94880.0,193.0,TONS,18303000,36.2202,-118.8005
2012,216299,GRAPESWINE,107,Tulare,11541.0,9.01,104040.0,167.0,TONS,17326000,36.2202,-118.8005
2013,216299,GRAPESWINE,107,Tulare,13279.0,7.93,105250.0,127.0,TONS,13411000,36.2202,-118.8005
2014,216299,GRAPESWINE,107,Tulare,14366.0,9.52,136820.0,114.0,TONS,15629000,36.2202,-118.8005
2015,216299,GRAPESWINE,107,Tulare,14479.0,9.44,136740.0,108.0,TONS,14762000,36.2202,-118.8005
2016,216299,GRAPESWINE,107,Tulare,14269.0,8.27,118000.0,160.0,TONS,18912000,36.2202,-118.8005
2017,216299,GRAPESWINE,107,Tulare,14045.0,9.04,127000.0,166.0,TONS,21050000,36.2202,-118.8005
2018,216299,GRAPESWINE,107,Tulare,13671.0,8.19,112000.0,187.0,TONS,20916000,36.2202,-118.8005
2019,216299,GRAPESWINE,107,Tulare,13431.0,9.48,127300.0,234.0,TONS,29760000,36.2202,-118.8005
2020,216299,GRAPESWINE,107,Tulare,15159.0,8.88,134600.0,170.0,TONS,22902000,36.2202,-118.8005
1980,216299,GRAPESWINE,113,Yolo,19200.0,7.81,150000.0,699.67,TONS,104951000,38.6866,-121.9016
1981,216299,GRAPESWINE,113,Yolo,19100.0,7.17,137000.0,789.36,TONS,108143000,38.6866,-121.9016
1982,216299,GRAPESWINE,113,Yolo,14800.0,6.53,96600.0,865.38,TONS,83596000,38.6866,-121.9016
1983,216299,GRAPESWINE,113,Yolo,14800.0,6.89,102000.0,843.25,TONS,86012000,38.6866,-121.9016
1984,216299,GRAPESWINE,113,Yolo,14500.0,7.1,103000.0,788.97,TONS,81264000,38.6866,-121.9016
1985,216299,GRAPESWINE,113,Yolo,13300.0,6.84,91000.0,774.31,TONS,70462000,38.6866,-121.9016
1986,216299,GRAPESWINE,113,Yolo,12600.0,7.37,92800.0,743.1,TONS,68960000,38.6866,-121.9016
1987,216299,GRAPESWINE,113,Yolo,13000.0,7.77,101000.0,688.05,TONS,69493000,38.6866,-121.9016
1988,216299,GRAPESWINE,113,Yolo,12200.0,7.84,95700.0,692.72,TONS,66293000,38.6866,-121.9016
1989,216299,GRAPESWINE,113,Yolo,12000.0,6.8,81600.0,597.51,TONS,48757000,38.6866,-121.9016
1990,216299,GRAPESWINE,113,Yolo,11400.0,6.62,75500.0,604.64,TONS,45650000,38.6866,-121.9016
1991,216299,GRAPESWINE,113,Yolo,13187.0,7.63,100643.0,560.63,TONS,56423600,38.6866,-121.9016
1992,216299,GRAPESWINE,113,Yolo,12002.0,6.45,77402.0,542.7,TONS,42006000,38.6866,-121.9016
1993,216299,GRAPESWINE,113,Yolo,11898.0,7.13,84853.0,548.16,TONS,46513300,38.6866,-121.9016
1994,216299,GRAPESWINE,113,Yolo,10156.0,6.69,67944.0,559.98,TONS,38047300,38.6866,-121.9016
1995,216299,GRAPESWINE,113,Yolo,8464.0,8.38,70930.0,591.67,TONS,41967000,38.6866,-121.9016
1996,216299,GRAPESWINE,113,Yolo,9909.0,6.13,60739.0,548.92,TONS,33341000,38.6866,-121.9016
1997,216299,GRAPESWINE,113,Yolo,10334.0,6.76,69858.0,534.89,TONS,37366000,38.6866,-121.9016
1998,216299,GRAPESWINE,113,Yolo,9699.0,7.63,74003.0,604.0,TONS,44675000,38.6866,-121.9016
1999,216299,GRAPESWINE,113,Yolo,10242.0,5.43,55614.0,598.0,TONS,33241000,38.6866,-121.9016
2000,216299,GRAPESWINE,113,Yolo,9496.0,6.86,65143.0,627.0,TONS,40873000,38.6866,-121.9016
2001,216299,GRAPESWINE,113,Yolo,8704.0,6.17,53704.0,660.0,TONS,35431000,38.6866,-121.9016
2002,216299,GRAPESWINE,113,Yolo,8410.0,7.37,61982.0,756.0,TONS,46837000,38.6866,-121.9016
2003,216299,GRAPESWINE,113,Yolo,6833.0,7.48,51112.0,731.0,TONS,37385000,38.6866,-121.9016
2004,216299,GRAPESWINE,113,Yolo,4540.0,4.65,21111.0,795.0,TONS,16780000,38.6866,-121.9016
2005,216299,GRAPESWINE,113,Yolo,4219.0,7.88,33253.0,599.0,TONS,19924000,38.6866,-121.9016
2006,216299,GRAPESWINE,113,Yolo,2092.0,6.51,13619.0,454.0,TONS,6186000,38.6866,-121.9016
2007,216299,GRAPESWINE,113,Yolo,1770.0,5.46,9664.0,416.0,TONS,4019000,38.6866,-121.9016
2008,216299,GRAPESWINE,113,Yolo,1667.0,6.56,10936.0,399.0,TONS,4367000,38.6866,-121.9016
2009,216299,GRAPESWINE,113,Yolo,1366.0,6.06,8278.0,364.0,TONS,3013000,38.6866,-121.9016
2010,216299,GRAPESWINE,113,Yolo,1581.0,5.0,7905.0,297.0,TONS,2348000,38.6866,-121.9016
2011,216299,GRAPESWINE,113,Yolo,1374.0,6.89,9460.0,272.0,TONS,2573000,38.6866,-121.9016
2012,216299,GRAPESWINE,113,Yolo,1362.0,7.37,10038.0,312.0,TONS,3132000,38.6866,-121.9016
2013,216299,GRAPESWINE,113,Yolo,1308.0,7.19,9404.0,237.0,TONS,2229000,38.6866,-121.9016
2014,216299,GRAPESWINE,113,Yolo,1270.0,8.6,10917.0,229.0,TONS,2497000,38.6866,-121.9016
2015,216299,GRAPESWINE,113,Yolo,1169.0,6.2,7250.0,211.0,TONS,1530000,38.6866,-121.9016
2016,216299,GRAPESWINE,113,Yolo,969.0,6.73,6521.0,250.0,TONS,1630000,38.6866,-121.9016
2017,216299,GRAPESWINE,113,Yolo,939.0,7.12,6686.0,285.0,TONS,1906000,38.6866,-121.9016
2018,216299,GRAPESWINE,113,Yolo,501.0,9.1,4559.0,294.0,TONS,1340000,38.6866,-121.9016
2019,216299,GRAPESWINE,113,Yolo,566.0,7.61,4307.0,362.0,TONS,1559000,38.6866,-121.9016
2020,216299,GRAPESWINE,113,Yolo,566.0,8.7,4924.0,274.0,TONS,1351000,38.6866,-121.9016
1998,216299,GRAPESWINE,115,Yuba,57.0,2.19,125.0,1144.0,TONS,143000,39.269,-121.3513
1999,216299,GRAPESWINE,115,Yuba,76.0,4.3,327.0,1339.45,TONS,438000,39.269,-121.3513
2000,216299,GRAPESWINE,115,Yuba,91.0,3.87,352.0,1383.52,TONS,487000,39.269,-121.3513
2001,216299,GRAPESWINE,115,Yuba,91.0,1.27,116.0,4948.28,TONS,574000,39.269,-121.3513
2002,216299,GRAPESWINE,115,Yuba,85.0,1.36,116.0,1750.0,TONS,2030002006,39.269,-121.3513
2003,216299,GRAPESWINE,115,Yuba,84.0,1.79,150.0,1326.67,TONS,199000,39.269,-121.3513
2004,216299,GRAPESWINE,115,Yuba,105.0,0.84,88.0,1011.36,TONS,89000,39.269,-121.3513
2005,216299,GRAPESWINE,115,Yuba,92.0,2.27,209.0,1315.79,TONS,275000,39.269,-121.3513
2006,216299,GRAPESWINE,115,Yuba,66.0,2.53,167.0,1323.35,TONS,221000,39.269,-121.3513
2007,216299,GRAPESWINE,115,Yuba,297.0,1.57,467.0,1096.0,TONS,512000,39.269,-121.3513
2008,216299,GRAPESWINE,115,Yuba,236.0,1.38,326.0,979.0,TONS,319000,39.269,-121.3513
2009,216299,GRAPESWINE,115,Yuba,390.0,1.62,632.0,1242.0,TONS,785000,39.269,-121.3513
2010,216299,GRAPESWINE,115,Yuba,395.0,1.86,735.0,1346.0,TONS,989000,39.269,-121.3513
2011,216299,GRAPESWINE,115,Yuba,350.0,1.27,443.0,1388.0,TONS,615000,39.269,-121.3513
