Year,CommodityCode,CropName,CountyCode,County,HarvestedAcres,YieldUnitAcre,Production,PriceDollarsUnit,Unit,ValueDollars,lat,long
1999,216299,GRAPESWINE,29,Kern,42511.0,7.12,302500.0,159.0,TONS,47986000,35.3426,-118.7301
2000,216299,GRAPESWINE,29,Kern,46809.0,8.86,414680.0,187.0,TONS,77714000,35.3426,-118.7301
2001,216299,GRAPESWINE,29,Kern,49716.0,7.99,397400.0,259.0,TONS,102764000,35.3426,-118.7301
2002,216299,GRAPESWINE,29,Kern,44761.0,8.94,400310.0,259.0,TONS,103633000,35.3426,-118.7301
2003,216299,GRAPESWINE,29,Kern,43137.0,10.31,444890.0,257.0,TONS,114553000,35.3426,-118.7301
2004,216299,GRAPESWINE,29,Kern,38934.0,8.71,339020.0,260.0,TONS,88236000,35.3426,-118.7301
2005,216299,GRAPESWINE,29,Kern,37635.0,10.21,384130.0,221.0,TONS,84784000,35.3426,-118.7301
2006,216299,GRAPESWINE,29,Kern,38223.0,8.74,334170.0,182.0,TONS,60975000,35.3426,-118.7301
2007,216299,GRAPESWINE,29,Kern,40168.0,10.28,413000.0,202.0,TONS,83626000,35.3426,-118.7301
2008,216299,GRAPESWINE,29,Kern,41624.0,9.22,383680.0,210.0,TONS,80415000,35.3426,-118.7301
2009,216299,GRAPESWINE,29,Kern,26588.0,7.86,209000.0,176.0,TONS,36859000,35.3426,-118.7301
2010,216299,GRAPESWINE,29,Kern,28704.0,8.74,251000.0,148.0,TONS,37174000,35.3426,-118.7301
2011,216299,GRAPESWINE,29,Kern,28905.0,8.44,244000.0,182.0,TONS,44290000,35.3426,-118.7301
2012,216299,GRAPESWINE,29,Kern,29418.0,9.93,292000.0,154.0,TONS,44924000,35.3426,-118.7301
2013,216299,GRAPESWINE,29,Kern,29133.0,7.5,218400.0,129.0,TONS,28230000,35.3426,-118.7301
2014,216299,GRAPESWINE,29,Kern,35937.0,6.22,223500.0,117.0,TONS,26128000,35.3426,-118.7301
2015,216299,GRAPESWINE,29,Kern,33255.0,8.48,282000.0,90.0,TONS,25509000,35.3426,-118.7301
2016,216299,GRAPESWINE,29,Kern,34861.0,6.95,242160.0,97.0,TONS,23389000,35.3426,-118.7301
2017,216299,GRAPESWINE,29,Kern,33156.0,7.31,242220.0,101.0,TONS,24501000,35.3426,-118.7301
2018,216299,GRAPESWINE,29,Kern,31972.0,10.43,333370.0,146.0,TONS,48744000,35.3426,-118.7301
2019,216299,GRAPESWINE,29,Kern,33840.0,7.97,269860.0,186.0,TONS,50095000,35.3426,-118.7301
2020,216299,GRAPESWINE,29,Kern,36339.0,8.37,304000.0,152.0,TONS,46208000,35.3426,-118.7301
1980,216299,GRAPESWINE,31,Kings,3590.0,16.46,59100.0,286.87,TONS,16954000,36.0753,-119.8155
1981,216299,GRAPESWINE,31,Kings,3670.0,17.19,63100.0,268.86,TONS,16965000,36.0753,-119.8155
1982,216299,GRAPESWINE,31,Kings,3670.0,15.07,55300.0,293.16,TONS,16212000,36.0753,-119.8155
1983,216299,GRAPESWINE,31,Kings,3600.0,15.64,56300.0,287.14,TONS,16166000,36.0753,-119.8155
1984,216299,GRAPESWINE,31,Kings,3730.0,13.62,50800.0,286.22,TONS,14540000,36.0753,-119.8155
1985,216299,GRAPESWINE,31,Kings,3330.0,12.19,40600.0,261.01,TONS,10597000,36.0753,-119.8155
1986,216299,GRAPESWINE,31,Kings,4800.0,11.96,57400.0,289.79,TONS,16634000,36.0753,-119.8155
1987,216299,GRAPESWINE,31,Kings,4280.0,13.62,58300.0,326.9,TONS,19058000,36.0753,-119.8155
1988,216299,GRAPESWINE,31,Kings,4110.0,12.9,53000.0,315.06,TONS,16698000,36.0753,-119.8155
1989,216299,GRAPESWINE,31,Kings,3590.0,15.1,54200.0,308.67,TONS,16730000,36.0753,-119.8155
1990,216299,GRAPESWINE,31,Kings,4130.0,11.84,48900.0,255.32,TONS,12485000,36.0753,-119.8155
1991,216299,GRAPESWINE,31,Kings,4122.0,12.3,50698.0,283.86,TONS,14391000,36.0753,-119.8155
1992,216299,GRAPESWINE,31,Kings,3831.0,9.74,37306.0,245.72,TONS,9167000,36.0753,-119.8155
1993,216299,GRAPESWINE,31,Kings,3817.0,7.52,28719.0,230.27,TONS,6613000,36.0753,-119.8155
1994,216299,GRAPESWINE,31,Kings,3624.0,10.98,39800.0,259.35,TONS,10322000,36.0753,-119.8155
1995,216299,GRAPESWINE,31,Kings,3717.0,12.65,47009.0,239.08,TONS,11239000,36.0753,-119.8155
1996,216299,GRAPESWINE,31,Kings,3023.0,10.49,31720.0,237.3,TONS,7527000,36.0753,-119.8155
1997,216299,GRAPESWINE,31,Kings,3295.0,8.97,29555.0,173.1,TONS,5116000,36.0753,-119.8155
1998,216299,GRAPESWINE,31,Kings,3319.0,8.52,28294.0,162.0,TONS,4584000,36.0753,-119.8155
1999,216299,GRAPESWINE,31,Kings,3085.0,9.75,30088.0,169.0,TONS,5088000,36.0753,-119.8155
2000,216299,GRAPESWINE,31,Kings,3020.0,9.04,27311.0,162.0,TONS,4436000,36.0753,-119.8155
2001,216299,GRAPESWINE,31,Kings,2263.0,15.44,34941.0,204.0,TONS,7135000,36.0753,-119.8155
2002,216299,GRAPESWINE,31,Kings,2168.0,13.52,29322.0,212.0,TONS,6227000,36.0753,-119.8155
2003,216299,GRAPESWINE,31,Kings,2115.0,13.57,28707.0,269.0,TONS,7731000,36.0753,-119.8155
2004,216299,GRAPESWINE,31,Kings,2087.0,11.15,23268.0,253.0,TONS,5896000,36.0753,-119.8155
2005,216299,GRAPESWINE,31,Kings,2057.0,6.0,12344.0,453.0,TONS,5591000,36.0753,-119.8155
2006,216299,GRAPESWINE,31,Kings,1884.0,13.3,25049.0,219.0,TONS,5498000,36.0753,-119.8155
2007,216299,GRAPESWINE,31,Kings,1712.0,12.26,20996.0,212.0,TONS,4456000,36.0753,-119.8155
2008,216299,GRAPESWINE,31,Kings,2407.0,8.26,19891.0,193.0,TONS,3839000,36.0753,-119.8155
2009,216299,GRAPESWINE,31,Kings,1111.0,9.11,10121.0,147.0,TONS,1488000,36.0753,-119.8155
2010,216299,GRAPESWINE,31,Kings,1111.0,8.74,9710.0,155.0,TONS,1505000,36.0753,-119.8155
2011,216299,GRAPESWINE,31,Kings,954.0,8.04,7670.0,172.0,TONS,1319000,36.0753,-119.8155
2012,216299,GRAPESWINE,31,Kings,800.0,9.0,7200.0,152.0,TONS,1094000,36.0753,-119.8155
2013,216299,GRAPESWINE,31,Kings,1214.0,10.0,12140.0,140.0,TONS,1700000,36.0753,-119.8155
2014,216299,GRAPESWINE,31,Kings,1214.0,12.0,14568.0,125.0,TONS,1821000,36.0753,-119.8155
2015,216299,GRAPESWINE,31,Kings,1117.0,11.9,13292.0,74.0,TONS,984000,36.0753,-119.8155
2016,216299,GRAPESWINE,31,Kings,1117.0,8.75,9774.0,100.0,TONS,977000,36.0753,-119.8155
2017,216299,GRAPESWINE,31,Kings,1290.0,7.3,9417.0,141.0,TONS,1328000,36.0753,-119.8155
2018,216299,GRAPESWINE,31,Kings,1074.0,10.55,11331.0,124.0,TONS,1405045,36.0753,-119.8155
2019,216299,GRAPESWINE,31,Kings,1029.0,6.04,6215.0,230.0,TONS,1429450,36.0753,-119.8155
2020,216299,GRAPESWINE,31,Kings,1122.0,7.9,8864.0,210.0,TONS,1861440,36.0753,-119.8155
1980,216299,GRAPESWINE,33,Lake,9580.0,4.12,39500.0,1329.37,TONS,52510000,39.0996,-122.7532
1981,216299,GRAPESWINE,33,Lake,9340.0,5.05,47200.0,1773.62,TONS,83715000,39.0996,-122.7532
1982,216299,GRAPESWINE,33,Lake,9250.0,5.02,46400.0,1755.82,TONS,81470000,39.0996,-122.7532
1983,216299,GRAPESWINE,33,Lake,8230.0,5.65,46500.0,1691.27,TONS,78644000,39.0996,-122.7532
1984,216299,GRAPESWINE,33,Lake,8230.0,5.65,46500.0,1691.27,TONS,78644000,39.0996,-122.7532
1985,216299,GRAPESWINE,33,Lake,8060.0,4.81,38800.0,1633.76,TONS,63390000,39.0996,-122.7532
1986,216299,GRAPESWINE,33,Lake,8070.0,4.8,38700.0,1521.11,TONS,58867000,39.0996,-122.7532
1987,216299,GRAPESWINE,33,Lake,8250.0,5.28,43600.0,1406.88,TONS,61340000,39.0996,-122.7532
1988,216299,GRAPESWINE,33,Lake,8160.0,4.26,34800.0,1375.86,TONS,47880000,39.0996,-122.7532
1989,216299,GRAPESWINE,33,Lake,8180.0,4.16,34000.0,1176.26,TONS,39993000,39.0996,-122.7532
1990,216299,GRAPESWINE,33,Lake,7940.0,4.04,32100.0,1109.66,TONS,35620000,39.0996,-122.7532
1991,216299,GRAPESWINE,33,Lake,7715.0,4.1,31623.0,1215.9,TONS,38450400,39.0996,-122.7532
1992,216299,GRAPESWINE,33,Lake,8004.0,3.5,27974.0,1223.53,TONS,34227000,39.0996,-122.7532
1993,216299,GRAPESWINE,33,Lake,7949.0,4.57,36321.0,1196.26,TONS,43449300,39.0996,-122.7532
1994,216299,GRAPESWINE,33,Lake,7842.0,4.48,35153.0,1229.04,TONS,43204600,39.0996,-122.7532
1995,216299,GRAPESWINE,33,Lake,7518.0,4.26,31995.0,1192.35,TONS,38149100,39.0996,-122.7532
1996,216299,GRAPESWINE,33,Lake,7076.0,3.94,27872.0,1139.17,TONS,31751000,39.0996,-122.7532
1997,216299,GRAPESWINE,33,Lake,6219.0,4.26,26483.0,1183.1,TONS,31332000,39.0996,-122.7532
1998,216299,GRAPESWINE,33,Lake,5465.0,4.57,24966.0,1292.0,TONS,32261700,39.0996,-122.7532
1999,216299,GRAPESWINE,33,Lake,4889.0,4.55,22239.0,1292.0,TONS,28732800,39.0996,-122.7532
2000,216299,GRAPESWINE,33,Lake,3858.0,5.06,19520.0,1281.0,TONS,25005100,39.0996,-122.7532
2001,216299,GRAPESWINE,33,Lake,4107.0,3.69,15168.0,1206.0,TONS,18292600,39.0996,-122.7532
2002,216299,GRAPESWINE,33,Lake,3240.0,4.18,13535.0,1125.0,TONS,15226900,39.0996,-122.7532
2003,216299,GRAPESWINE,33,Lake,4744.0,2.96,14053.0,1155.0,TONS,16238100,39.0996,-122.7532
2004,216299,GRAPESWINE,33,Lake,3842.0,2.42,9297.0,1013.0,TONS,9414600,39.0996,-122.7532
2005,216299,GRAPESWINE,33,Lake,2858.0,4.4,12589.0,829.0,TONS,10442500,39.0996,-122.7532
2006,216299,GRAPESWINE,33,Lake,2932.0,3.34,9794.0,709.0,TONS,6944000,39.0996,-122.7532
2007,216299,GRAPESWINE,33,Lake,2682.0,4.28,11466.0,703.0,TONS,8065800,39.0996,-122.7532
2008,216299,GRAPESWINE,33,Lake,2682.0,4.28,11466.0,703.0,TONS,8065800,39.0996,-122.7532
2009,216299,GRAPESWINE,33,Lake,2421.0,5.01,12126.0,783.0,TONS,9488600,39.0996,-122.7532
2010,216299,GRAPESWINE,33,Lake,2545.0,3.14,7991.0,794.0,TONS,6345500,39.0996,-122.7532
2011,216299,GRAPESWINE,33,Lake,2601.0,4.67,12143.0,936.0,TONS,11364730,39.0996,-122.7532
2012,216299,GRAPESWINE,33,Lake,3050.0,2.76,8406.0,750.0,TONS,6306180,39.0996,-122.7532
2013,216299,GRAPESWINE,33,Lake,3000.0,3.46,10385.0,458.0,TONS,4758870,39.0996,-122.7532
2014,216299,GRAPESWINE,33,Lake,3005.0,3.79,11396.0,442.0,TONS,5032075,39.0996,-122.7532
2015,216299,GRAPESWINE,33,Lake,2990.0,3.37,10073.0,414.0,TONS,4172680,39.0996,-122.7532
2016,216299,GRAPESWINE,33,Lake,2775.0,3.57,9901.0,425.0,TONS,4208930,39.0996,-122.7532
2017,216299,GRAPESWINE,33,Lake,2535.0,3.55,8995.0,409.0,TONS,3682075,39.0996,-122.7532
2018,216299,GRAPESWINE,33,Lake,2616.0,3.27,8556.0,498.0,TONS,4260130,39.0996,-122.7532
2019,216299,GRAPESWINE,33,Lake,2678.0,2.69,7206.0,500.0,TONS,3603160,39.0996,-122.7532
2020,216299,GRAPESWINE,33,Lake,2990.0,2.25,6722.0,462.0,TONS,3106650,39.0996,-122.7532
1980,216299,GRAPESWINE,39,Madera,33000.0,11.82,390000.0,348.98,TONS,136101000,37.2181,-119.7626
1981,216299,GRAPESWINE,39,Madera,34100.0,11.26,384000.0,340.01,TONS,130562000,37.2181,-119.7626
1982,216299,GRAPESWINE,39,Madera,34800.0,11.15,388000.0,323.02,TONS,125331000,37.2181,-119.7626
1983,216299,GRAPESWINE,39,Madera,36800.0,10.65,392000.0,304.11,TONS,119212000,37.2181,-119.7626
1984,216299,GRAPESWINE,39,Madera,37300.0,11.23,419000.0,314.01,TONS,131571000,37.2181,-119.7626
1985,216299,GRAPESWINE,39,Madera,39000.0,11.44,446000.0,302.0,TONS,134694000,37.2181,-119.7626
1986,216299,GRAPESWINE,39,Madera,40300.0,9.73,392000.0,336.81,TONS,132031000,37.2181,-119.7626
1987,216299,GRAPESWINE,39,Madera,40000.0,11.05,442000.0,383.71,TONS,169601000,37.2181,-119.7626
1988,216299,GRAPESWINE,39,Madera,51100.0,10.84,554000.0,374.78,TONS,207626000,37.2181,-119.7626
1989,216299,GRAPESWINE,39,Madera,48900.0,10.82,529000.0,307.56,TONS,162698000,37.2181,-119.7626
1990,216299,GRAPESWINE,39,Madera,47600.0,10.4,495000.0,243.46,TONS,120514000,37.2181,-119.7626
1991,216299,GRAPESWINE,39,Madera,50300.0,9.8,493153.0,241.25,TONS,118975000,37.2181,-119.7626
1992,216299,GRAPESWINE,39,Madera,55200.0,10.06,555466.0,250.29,TONS,139027000,37.2181,-119.7626
1993,216299,GRAPESWINE,39,Madera,53500.0,10.59,566559.0,206.58,TONS,117042000,37.2181,-119.7626
1994,216299,GRAPESWINE,39,Madera,54200.0,8.97,486375.0,193.81,TONS,94266000,37.2181,-119.7626
1995,216299,GRAPESWINE,39,Madera,57600.0,10.73,618250.0,226.09,TONS,139782000,37.2181,-119.7626
1996,216299,GRAPESWINE,39,Madera,66200.0,9.25,612467.0,218.73,TONS,133966000,37.2181,-119.7626
1997,216299,GRAPESWINE,39,Madera,62600.0,9.47,593056.0,148.37,TONS,87991000,37.2181,-119.7626
1998,216299,GRAPESWINE,39,Madera,67600.0,10.23,691528.0,130.0,TONS,89589000,37.2181,-119.7626
1999,216299,GRAPESWINE,39,Madera,55970.0,8.45,473146.0,162.0,TONS,76642000,37.2181,-119.7626
2000,216299,GRAPESWINE,39,Madera,56410.0,9.92,559563.0,186.0,TONS,103830000,37.2181,-119.7626
2001,216299,GRAPESWINE,39,Madera,54200.0,8.33,451416.0,252.0,TONS,113945000,37.2181,-119.7626
2002,216299,GRAPESWINE,39,Madera,50226.0,9.33,468541.0,236.0,TONS,110394000,37.2181,-119.7626
2003,216299,GRAPESWINE,39,Madera,51428.0,11.79,606129.0,251.0,TONS,152245000,37.2181,-119.7626
2004,216299,GRAPESWINE,39,Madera,49857.0,9.61,479252.0,251.0,TONS,120408000,37.2181,-119.7626
2005,216299,GRAPESWINE,39,Madera,49522.0,9.4,465723.0,202.0,TONS,94052000,37.2181,-119.7626
2006,216299,GRAPESWINE,39,Madera,49706.0,10.18,506242.0,163.0,TONS,82643000,37.2181,-119.7626
2007,216299,GRAPESWINE,39,Madera,50308.0,10.28,517405.0,185.0,TONS,95462000,37.2181,-119.7626
2008,216299,GRAPESWINE,39,Madera,52000.0,10.05,522509.0,203.0,TONS,105876000,37.2181,-119.7626
2009,216299,GRAPESWINE,39,Madera,49807.0,9.04,450387.0,155.0,TONS,69900000,37.2181,-119.7626
2010,216299,GRAPESWINE,39,Madera,49526.0,9.05,448032.0,151.0,TONS,67489000,37.2181,-119.7626
2011,216299,GRAPESWINE,39,Madera,50908.0,9.06,461000.0,148.0,TONS,68180000,37.2181,-119.7626
2012,216299,GRAPESWINE,39,Madera,37822.0,9.52,359912.0,143.0,TONS,51544000,37.2181,-119.7626
2013,216299,GRAPESWINE,39,Madera,38511.0,8.48,326698.0,138.0,TONS,45150000,37.2181,-119.7626
2014,216299,GRAPESWINE,39,Madera,40267.0,8.71,350734.0,112.0,TONS,39311000,37.2181,-119.7626
2015,216299,GRAPESWINE,39,Madera,40100.0,7.54,302354.0,94.0,TONS,28421000,37.2181,-119.7626
2016,216299,GRAPESWINE,39,Madera,36010.0,6.87,247389.0,95.0,TONS,23502000,37.2181,-119.7626
2017,216299,GRAPESWINE,39,Madera,31616.0,9.0,284544.0,125.0,TONS,35568000,37.2181,-119.7626
2018,216299,GRAPESWINE,39,Madera,27893.0,10.0,278930.0,140.0,TONS,39050000,37.2181,-119.7626
2019,216299,GRAPESWINE,39,Madera,27713.0,9.0,249417.0,195.0,TONS,48636000,37.2181,-119.7626
2020,216299,GRAPESWINE,39,Madera,26251.0,9.5,249384.0,153.0,TONS,38156000,37.2181,-119.7626
1999,216299,GRAPESWINE,41,Marin,195.0,1.33,260.0,3607.69,TONS,938000,38.0735,-122.7235
2000,216299,GRAPESWINE,41,Marin,195.0,2.08,406.0,3371.92,TONS,1369000,38.0735,-122.7235
2001,216299,GRAPESWINE,41,Marin,195.0,1.96,382.0,3201.57,TONS,1223000,38.0735,-122.7235
2002,216299,GRAPESWINE,41,Marin,195.0,1.49,291.0,3072.16,TONS,894000,38.0735,-122.7235
2003,216299,GRAPESWINE,41,Marin,182.0,1.37,250.0,3468.0,TONS,867000,38.0735,-122.7235
2004,216299,GRAPESWINE,41,Marin,175.0,0.59,103.0,3368.93,TONS,347000,38.0735,-122.7235
2005,216299,GRAPESWINE,41,Marin,175.0,1.86,325.0,2163.08,TONS,703000,38.0735,-122.7235
2006,216299,GRAPESWINE,41,Marin,175.0,1.75,306.0,2856.21,TONS,874000,38.0735,-122.7235
2007,216299,GRAPESWINE,41,Marin,186.0,2.08,387.0,3170.54,TONS,1227000,38.0735,-122.7235
2008,216299,GRAPESWINE,41,Marin,186.0,1.03,191.0,4623.04,TONS,883000,38.0735,-122.7235
2009,216299,GRAPESWINE,41,Marin,186.0,1.11,207.0,5125.6,TONS,1061000,38.0735,-122.7235
2010,216299,GRAPESWINE,41,Marin,193.0,1.27,246.0,3186.59,TONS,783900,38.0735,-122.7235
2011,216299,GRAPESWINE,41,Marin,195.0,1.02,199.0,3537.19,TONS,703900,38.0735,-122.7235
2012,216299,GRAPESWINE,41,Marin,192.0,0.9,173.0,4368.21,TONS,755700,38.0735,-122.7235
2013,216299,GRAPESWINE,41,Marin,118.0,1.86,219.0,2273.52,TONS,497900,38.0735,-122.7235
2014,216299,GRAPESWINE,41,Marin,108.0,1.04,112.0,2371.43,TONS,265600,38.0735,-122.7235
2015,216299,GRAPESWINE,41,Marin,110.0,1.26,139.0,1914.39,TONS,266100,38.0735,-122.7235
2016,216299,GRAPESWINE,41,Marin,74.0,1.57,116.0,1991.38,TONS,231000,38.0735,-122.7235
2017,216299,GRAPESWINE,41,Marin,82.0,1.77,145.0,1759.0,TONS,255000,38.0735,-122.7235
2018,216299,GRAPESWINE,41,Marin,95.0,2.4,228.0,2043.0,TONS,465900,38.0735,-122.7235
2019,216299,GRAPESWINE,41,Marin,94.0,1.24,117.0,2009.0,TONS,235100,38.0735,-122.7235
2020,216299,GRAPESWINE,41,Marin,91.0,1.7,155.0,1935.0,TONS,300000,38.0735,-122.7235
1990,216299,GRAPESWINE,43,Mariposa,73.0,0.52,38.0,1263.16,TONS,48000,37.5815,-119.9055
1991,216299,GRAPESWINE,43,Mariposa,73.0,0.52,38.0,1263.16,TONS,48000,37.5815,-119.9055
1992,216299,GRAPESWINE,43,Mariposa,73.0,0.52,38.0,1263.16,TONS,48000,37.5815,-119.9055
1993,216299,GRAPESWINE,43,Mariposa,73.0,0.52,38.0,1263.16,TONS,48000,37.5815,-119.9055
1994,216299,GRAPESWINE,43,Mariposa,73.0,0.52,38.0,1263.16,TONS,48000,37.5815,-119.9055
1995,216299,GRAPESWINE,43,Mariposa,77.0,0.77,59.0,1118.64,TONS,66000,37.5815,-119.9055
1996,216299,GRAPESWINE,43,Mariposa,110.0,1.15,127.0,1283.46,TONS,163000,37.5815,-119.9055
1997,216299,GRAPESWINE,43,Mariposa,104.0,0.99,103.0,1135.92,TONS,117000,37.5815,-119.9055
1998,216299,GRAPESWINE,43,Mariposa,106.0,0.75,80.0,1165.0,TONS,93200,37.5815,-119.9055
1999,216299,GRAPESWINE,43,Mariposa,95.0,1.03,98.0,820.41,TONS,80400,37.5815,-119.9055
2000,216299,GRAPESWINE,43,Mariposa,90.0,1.11,100.0,1050.0,TONS,105000,37.5815,-119.9055
2001,216299,GRAPESWINE,43,Mariposa,100.0,1.48,148.0,1175.68,TONS,174000,37.5815,-119.9055
2002,216299,GRAPESWINE,43,Mariposa,97.0,1.2,116.0,1206.9,TONS,140000,37.5815,-119.9055
2003,216299,GRAPESWINE,43,Mariposa,100.0,1.02,102.0,1212.75,TONS,123700,37.5815,-119.9055
2004,216299,GRAPESWINE,43,Mariposa,88.0,1.36,120.0,1183.33,TONS,142000,37.5815,-119.9055
2005,216299,GRAPESWINE,43,Mariposa,99.0,0.92,91.0,1098.9,TONS,100000,37.5815,-119.9055
2006,216299,GRAPESWINE,43,Mariposa,93.0,0.88,82.0,1439.02,TONS,118000,37.5815,-119.9055
2007,216299,GRAPESWINE,43,Mariposa,84.0,1.17,98.0,1388.0,TONS,136000,37.5815,-119.9055
2008,216299,GRAPESWINE,43,Mariposa,73.0,1.56,114.0,1406.0,TONS,160300,37.5815,-119.9055
2009,216299,GRAPESWINE,43,Mariposa,71.0,1.7,121.0,1314.0,TONS,159000,37.5815,-119.9055
2010,216299,GRAPESWINE,43,Mariposa,68.0,1.44,98.0,1082.0,TONS,106000,37.5815,-119.9055
2011,216299,GRAPESWINE,43,Mariposa,64.0,1.69,108.0,963.0,TONS,104000,37.5815,-119.9055
2012,216299,GRAPESWINE,43,Mariposa,76.0,2.12,161.0,1031.0,TONS,166000,37.5815,-119.9055
2013,216299,GRAPESWINE,43,Mariposa,82.0,1.85,152.0,998.0,TONS,151700,37.5815,-119.9055
2014,216299,GRAPESWINE,43,Mariposa,57.0,1.3,74.0,693.0,TONS,51300,37.5815,-119.9055
2015,216299,GRAPESWINE,43,Mariposa,35.0,2.06,72.0,840.0,TONS,60500,37.5815,-119.9055
2016,216299,GRAPESWINE,43,Mariposa,60.0,2.13,128.0,863.0,TONS,110400,37.5815,-119.9055
2017,216299,GRAPESWINE,43,Mariposa,46.0,2.46,113.0,767.0,TONS,86700,37.5815,-119.9055
2018,216299,GRAPESWINE,43,Mariposa,77.0,1.29,99.0,715.0,TONS,70800,37.5815,-119.9055
2019,216299,GRAPESWINE,43,Mariposa,70.0,1.34,94.0,693.0,TONS,65100,37.5815,-119.9055
1982,216299,GRAPESWINE,45,Mendocino,16400.0,3.37,55200.0,1488.8,TONS,82182000,39.4402,-123.3915
1983,216299,GRAPESWINE,45,Mendocino,16500.0,4.11,67800.0,1678.6,TONS,113809000,39.4402,-123.3915
1984,216299,GRAPESWINE,45,Mendocino,16700.0,4.9,81900.0,1684.4,TONS,137952000,39.4402,-123.3915
1985,216299,GRAPESWINE,45,Mendocino,16900.0,3.39,57300.0,1540.79,TONS,88287000,39.4402,-123.3915
1986,216299,GRAPESWINE,45,Mendocino,16900.0,3.39,57300.0,1540.79,TONS,88287000,39.4402,-123.3915
1987,216299,GRAPESWINE,45,Mendocino,16900.0,3.39,57300.0,1540.79,TONS,88287000,39.4402,-123.3915
1988,216299,GRAPESWINE,45,Mendocino,16900.0,3.67,62000.0,1511.15,TONS,93691000,39.4402,-123.3915
1989,216299,GRAPESWINE,45,Mendocino,16800.0,4.64,77900.0,1452.37,TONS,113140000,39.4402,-123.3915
1990,216299,GRAPESWINE,45,Mendocino,16800.0,4.23,71100.0,1438.9,TONS,102306000,39.4402,-123.3915
1991,216299,GRAPESWINE,45,Mendocino,16700.0,3.44,57400.0,1247.32,TONS,71596000,39.4402,-123.3915
1992,216299,GRAPESWINE,45,Mendocino,16700.0,3.95,65900.0,1121.46,TONS,73904000,39.4402,-123.3915
1993,216299,GRAPESWINE,45,Mendocino,16616.0,3.59,59617.0,1316.78,TONS,78502500,39.4402,-123.3915
1994,216299,GRAPESWINE,45,Mendocino,16400.0,2.79,45779.0,1355.36,TONS,62047200,39.4402,-123.3915
1995,216299,GRAPESWINE,45,Mendocino,16342.0,3.77,61589.0,1223.41,TONS,75348300,39.4402,-123.3915
1996,216299,GRAPESWINE,45,Mendocino,16142.0,4.4,70948.0,1237.0,TONS,87762600,39.4402,-123.3915
1997,216299,GRAPESWINE,45,Mendocino,16084.0,3.85,61962.0,1171.01,TONS,72557900,39.4402,-123.3915
1998,216299,GRAPESWINE,45,Mendocino,15608.0,3.35,52252.0,1150.99,TONS,60141500,39.4402,-123.3915
1999,216299,GRAPESWINE,45,Mendocino,15576.0,3.72,57960.0,1213.95,TONS,70360700,39.4402,-123.3915
2000,216299,GRAPESWINE,45,Mendocino,15202.0,3.89,59128.0,1375.0,TONS,81301400,39.4402,-123.3915
2001,216299,GRAPESWINE,45,Mendocino,14800.0,4.04,59808.0,1466.0,TONS,87678400,39.4402,-123.3915
2002,216299,GRAPESWINE,45,Mendocino,12838.0,4.53,58106.0,1514.0,TONS,87960000,39.4402,-123.3915
2003,216299,GRAPESWINE,45,Mendocino,13994.0,4.19,58648.0,1455.0,TONS,85311000,39.4402,-123.3915
2004,216299,GRAPESWINE,45,Mendocino,12283.0,4.86,59647.0,1394.0,TONS,83155500,39.4402,-123.3915
2005,216299,GRAPESWINE,45,Mendocino,12179.0,5.34,64984.0,1381.0,TONS,89765000,39.4402,-123.3915
2006,216299,GRAPESWINE,45,Mendocino,11739.0,4.31,50650.0,1175.0,TONS,59514000,39.4402,-123.3915
2007,216299,GRAPESWINE,45,Mendocino,11745.0,4.7,55179.0,883.0,TONS,48723100,39.4402,-123.3915
2008,216299,GRAPESWINE,45,Mendocino,12335.0,3.61,44582.0,731.0,TONS,32600800,39.4402,-123.3915
2009,216299,GRAPESWINE,45,Mendocino,11591.0,5.2,60269.0,679.0,TONS,40922800,39.4402,-123.3915
2010,216299,GRAPESWINE,45,Mendocino,11143.0,5.49,61135.0,724.0,TONS,44262000,39.4402,-123.3915
2011,216299,GRAPESWINE,45,Mendocino,11281.0,4.57,51551.0,707.0,TONS,36446600,39.4402,-123.3915
2012,216299,GRAPESWINE,45,Mendocino,11341.0,3.51,39779.0,713.0,TONS,28362400,39.4402,-123.3915
2013,216299,GRAPESWINE,45,Mendocino,11085.0,5.34,59168.0,771.0,TONS,45618900,39.4402,-123.3915
2014,216299,GRAPESWINE,45,Mendocino,10790.0,3.09,33364.0,646.0,TONS,21553300,39.4402,-123.3915
2015,216299,GRAPESWINE,45,Mendocino,10574.0,3.71,39235.0,469.0,TONS,18401000,39.4402,-123.3915
2016,216299,GRAPESWINE,45,Mendocino,10494.0,4.09,42938.0,395.0,TONS,16960300,39.4402,-123.3915
2017,216299,GRAPESWINE,45,Mendocino,10171.0,4.03,40993.0,396.0,TONS,16227800,39.4402,-123.3915
2018,216299,GRAPESWINE,45,Mendocino,10384.0,3.72,38626.0,417.0,TONS,16116400,39.4402,-123.3915
2019,216299,GRAPESWINE,45,Mendocino,10193.0,3.52,35850.0,408.0,TONS,14618500,39.4402,-123.3915
2020,216299,GRAPESWINE,45,Mendocino,9667.0,4.7,45456.0,421.0,TONS,19137000,39.4402,-123.3915
1980,216299,GRAPESWINE,47,Merced,13200.0,10.91,144000.0,440.41,TONS,63419000,37.1919,-120.7177
1981,216299,GRAPESWINE,47,Merced,13200.0,11.36,150000.0,398.3,TONS,59745000,37.1919,-120.7177
